common_id	label	type	code0	code1	code2	code3	name0	name1	name2	name3	type_label
26728	社会問題	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 社会問題
26729	医療機器使用部位感染	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 医療機器使用部位感染
26730	骨折整復	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 骨折整復
26731	腱障害	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腱障害
26732	遷延分娩	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 遷延分娩
26733	鼻咽腔閉鎖機能不全	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 鼻咽腔閉鎖機能不全
26734	離婚した両親	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 離婚した両親
26735	硬膜外カテーテル留置	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 硬膜外カテーテル留置
26736	新生血管加齢黄斑変性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 新生血管加齢黄斑変性
26737	慢性皮膚移植片対宿主病	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 慢性皮膚移植片対宿主病
26738	高クロール血性アシドーシス	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 高クロール血性アシドーシス
26739	前立腺石灰化	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 前立腺石灰化
26740	末梢動脈バイパス	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 末梢動脈バイパス
26741	陰嚢痛	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 陰嚢痛
26742	組織型不明の末梢性Ｔ細胞性リンパ腫第３期	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 組織型不明の末梢性Ｔ細胞性リンパ腫第３期
26743	血管免疫芽球性Ｔ細胞性リンパ腫第２期	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血管免疫芽球性Ｔ細胞性リンパ腫第２期
26744	多形性脂肪肉腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 多形性脂肪肉腫
26745	末梢動脈形成	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 末梢動脈形成
26746	足関節上腕血圧比減少	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 足関節上腕血圧比減少
26747	子宮頚管狭窄	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 子宮頚管狭窄
26748	血中尿素減少	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血中尿素減少
26749	平均赤血球容積増加	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 平均赤血球容積増加
26750	アスパラギン酸アミノトランスフェラーゼ減少	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 アスパラギン酸アミノトランスフェラーゼ減少
26751	小腸のカルチノイド腫瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 小腸のカルチノイド腫瘍
26752	自然気胸	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 自然気胸
26753	精巣胚細胞性混合腫瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 精巣胚細胞性混合腫瘍
26754	真菌性眼内炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 真菌性眼内炎
26755	血中テストステロン増加	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血中テストステロン増加
26756	小腸平滑筋肉腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 小腸平滑筋肉腫
26757	血中コリンエステラーゼ増加	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血中コリンエステラーゼ増加
26758	膿瘍治療	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 膿瘍治療
26759	心嚢排液検査異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 心嚢排液検査異常
26760	神経クリプトコッカス症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 神経クリプトコッカス症
26761	栄養障害・炎症・動脈硬化症候群	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 栄養障害・炎症・動脈硬化症候群
26762	腹膜穿孔	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腹膜穿孔
26763	虚血性小腸炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 虚血性小腸炎
26764	尿道移行上皮癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 尿道移行上皮癌
26765	ベックウィズ・ヴィーデマン症候群	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ベックウィズ・ヴィーデマン症候群
26766	低カルニチン血症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 低カルニチン血症
26767	脾臓病変	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 脾臓病変
26768	先天性副腎発育不全	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 先天性副腎発育不全
26769	モートン神経痛	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 モートン神経痛
26770	急性痘瘡状苔癬状粃糠疹	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 急性痘瘡状苔癬状粃糠疹
26771	妊娠性絨毛性腫瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 妊娠性絨毛性腫瘍
26772	アレルギー性輸血反応	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 アレルギー性輸血反応
26773	異物除去	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 異物除去
26774	先行疾患	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 先行疾患
26775	心臓弁狭窄	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 心臓弁狭窄
26776	超長鎖アシル補酵素Ａ脱水素酵素欠損症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 超長鎖アシル補酵素Ａ脱水素酵素欠損症
26777	多剤耐性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 多剤耐性
26778	バーキット白血病	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 バーキット白血病
26779	三次性副甲状腺機能亢進症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 三次性副甲状腺機能亢進症
26780	血中トリグリセリド	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血中トリグリセリド
26781	ガス中毒	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ガス中毒
26782	性器カンジダ症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 性器カンジダ症
26783	ヘモグロビン血症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ヘモグロビン血症
26784	好中球減少性大腸炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 好中球減少性大腸炎
26785	乳房腫脹	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 乳房腫脹
26786	原虫感染	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 原虫感染
26787	腎スキャン異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腎スキャン異常
26788	白血病腎浸潤	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 白血病腎浸潤
26789	サイトメガロウイルス性単核症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 サイトメガロウイルス性単核症
26790	胆嚢腺扁平上皮癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胆嚢腺扁平上皮癌
26791	子宮肥大	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 子宮肥大
26792	絶叫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 絶叫
26793	皮膚スポロトリコーシス	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 皮膚スポロトリコーシス
26794	自己免疫性汎血球減少症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 自己免疫性汎血球減少症
26795	胸部出血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胸部出血
26796	低トロンビン血症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 低トロンビン血症
26797	仮死	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 仮死
26798	膀胱カテーテル除去	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 膀胱カテーテル除去
26799	乳房血管肉腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 乳房血管肉腫
26800	再発精巣癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 再発精巣癌
26801	肩甲難産	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肩甲難産
26802	眼瞼内反	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 眼瞼内反
26803	腎動脈血栓症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腎動脈血栓症
26804	医療機器機能不良	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 医療機器機能不良
26805	薬効欠如	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 薬効欠如
26806	皮膚身体症状症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 皮膚身体症状症
26807	硝子体炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 硝子体炎
26808	軟部組織腫瘤	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 軟部組織腫瘤
26809	化学性腹膜炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 化学性腹膜炎
26810	頭蓋内動脈解離	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 頭蓋内動脈解離
26811	膵腺管癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 膵腺管癌
26812	血清病	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血清病
26813	頻発過多月経	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 頻発過多月経
26814	腎盂腎杯拡張症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腎盂腎杯拡張症
26815	硬膜外鎮痛	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 硬膜外鎮痛
26816	卵巣胚細胞奇形腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 卵巣胚細胞奇形腫
26817	遠隔転移を伴う神経内分泌癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 遠隔転移を伴う神経内分泌癌
26818	温泉療法	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 温泉療法
26819	視力矯正手術	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 視力矯正手術
26820	薬物乱用頭痛	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 薬物乱用頭痛
26821	虫垂癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 虫垂癌
26822	高インスリン血症性低血糖症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 高インスリン血症性低血糖症
26823	新生児胆汁うっ滞	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 新生児胆汁うっ滞
26824	性腺外原発性（純）セミノーマ第２期	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 性腺外原発性（純）セミノーマ第２期
26825	細菌性前立腺炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 細菌性前立腺炎
26826	セロコンバージョン検査陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 セロコンバージョン検査陽性
26827	側反弓	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 側反弓
26828	血中カテコールアミン	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血中カテコールアミン
26829	時期不明な母体の曝露	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 時期不明な母体の曝露
26830	涙点プラグ挿入	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 涙点プラグ挿入
26831	胸椎神経根損傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胸椎神経根損傷
26832	子宮頚管裂傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 子宮頚管裂傷
26833	気管内挿管合併症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 気管内挿管合併症
26834	真菌性爪囲炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 真菌性爪囲炎
26835	時期不明な胎児の曝露	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 時期不明な胎児の曝露
26836	心機能障害	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 心機能障害
26837	馬尾損傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 馬尾損傷
26838	歯状核赤核淡蒼球ルイ体萎縮症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 歯状核赤核淡蒼球ルイ体萎縮症
26839	刺激反応低下	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 刺激反応低下
26840	ミトコンドリアＤＮＡ欠失	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ミトコンドリアＤＮＡ欠失
26841	細菌性涙嚢炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 細菌性涙嚢炎
26842	Ｒｈ抗体陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 Ｒｈ抗体陽性
26843	皮膚有棘細胞癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 皮膚有棘細胞癌
26844	落屑緑内障	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 落屑緑内障
26845	オキュラーサーフェス疾患	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 オキュラーサーフェス疾患
26846	鉄芽球性貧血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 鉄芽球性貧血
26847	サルモネラ検査陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 サルモネラ検査陽性
26848	頚部手術	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 頚部手術
26849	筋弁手術	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 筋弁手術
26850	静脈修復	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 静脈修復
26851	ライリー・デイ症候群	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ライリー・デイ症候群
26852	心機能検査異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 心機能検査異常
26853	膵脂肪変性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 膵脂肪変性
26854	子宮内膜腺癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 子宮内膜腺癌
26855	頭蓋内腫瘍出血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 頭蓋内腫瘍出血
26856	敵意	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 敵意
26857	脳幹血腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 脳幹血腫
26858	快感消失	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 快感消失
26859	胆嚢膿瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胆嚢膿瘍
26860	十二指腸瘻造設	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 十二指腸瘻造設
26861	迷走神経刺激装置埋込み	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 迷走神経刺激装置埋込み
26862	唾液腺腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 唾液腺腫
26863	院内感染	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 院内感染
26864	口腔乳頭腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 口腔乳頭腫
26865	リジン尿性蛋白不耐症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 リジン尿性蛋白不耐症
26866	注射部位腫脹	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 注射部位腫脹
26867	好酸球減少症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 好酸球減少症
26868	膵管内乳頭粘液性癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 膵管内乳頭粘液性癌
26869	肺補助デバイス治療	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肺補助デバイス治療
26870	肝スキャン異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肝スキャン異常
26871	セルフケア障害	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 セルフケア障害
26872	肝嚢胞破裂	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肝嚢胞破裂
26873	周産期心筋症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 周産期心筋症
26874	頭頚部扁平上皮癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 頭頚部扁平上皮癌
26875	筋挫傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 筋挫傷
26876	早期満腹	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 早期満腹
26877	食道運動障害	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 食道運動障害
26878	視神経損傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 視神経損傷
26879	カルニチンパルミトイルトランスフェラーゼ欠損症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 カルニチンパルミトイルトランスフェラーゼ欠損症
26880	総蛋白増加	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 総蛋白増加
26881	ムコ多糖症ＩＶ	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ムコ多糖症ＩＶ
26882	アロマターゼ阻害療法	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 アロマターゼ阻害療法
26883	横紋筋肉腫様腫瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 横紋筋肉腫様腫瘍
26884	β２ミクログロブリン増加	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 β２ミクログロブリン増加
26885	超音波血管造影	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 超音波血管造影
26886	外陰腟不快感	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 外陰腟不快感
26887	外傷性血胸	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 外傷性血胸
26888	重鎖病	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 重鎖病
26889	鼻洗浄	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 鼻洗浄
26890	臍帯出血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 臍帯出血
26891	アレルゲン曝露	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 アレルゲン曝露
26892	軟便	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 軟便
26893	治療ノンレスポンダー	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 治療ノンレスポンダー
26894	気管閉塞	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 気管閉塞
26895	脊柱前弯症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 脊柱前弯症
26896	シトロバクター検査陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 シトロバクター検査陽性
26897	先天性手奇形	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 先天性手奇形
26898	変形赤血球陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 変形赤血球陽性
26899	中胚葉性腎腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 中胚葉性腎腫
26900	尿管破裂	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 尿管破裂
26901	肩回旋筋腱板修復	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肩回旋筋腱板修復
26902	角化型上咽頭扁平上皮癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 角化型上咽頭扁平上皮癌
26903	腹部リンパ節腫脹	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腹部リンパ節腫脹
26904	胃生検	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胃生検
26905	生着前免疫反応	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 生着前免疫反応
26906	第ＸＩＩ因子欠乏症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 第ＸＩＩ因子欠乏症
26907	関連妄想	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 関連妄想
26908	喉頭癌第３期	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 喉頭癌第３期
26909	神経内嚢胞	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 神経内嚢胞
26910	鎖骨下動脈塞栓症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 鎖骨下動脈塞栓症
26911	思考吹入	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 思考吹入
26912	非感染性歯肉炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 非感染性歯肉炎
26913	エルシニア性敗血症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 エルシニア性敗血症
26914	蝶形皮疹	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 蝶形皮疹
26915	二本鎖ＤＮＡ抗体陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 二本鎖ＤＮＡ抗体陽性
26916	肺痛	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肺痛
26917	再発乳房肉腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 再発乳房肉腫
26918	角膜感染	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 角膜感染
26919	洗浄療法	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 洗浄療法
26920	体重異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 体重異常
26921	食道－胃底部形成術	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 食道－胃底部形成術
26922	浸潤性乳頭状乳癌	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 浸潤性乳頭状乳癌
26923	性交後避妊法	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 性交後避妊法
26924	中毒性心筋症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 中毒性心筋症
26925	腹直筋離開	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腹直筋離開
26926	神経性筋強直症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 神経性筋強直症
26927	埋込み部位反応	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 埋込み部位反応
26928	高フェリチン血症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 高フェリチン血症
26929	ヤーヌスキナーゼ２変異	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ヤーヌスキナーゼ２変異
26930	ＥＧＦＲ遺伝子変異	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ＥＧＦＲ遺伝子変異
26931	真菌性膀胱炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 真菌性膀胱炎
26932	小脳橋角部腫瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 小脳橋角部腫瘍
26933	胸壁腫瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胸壁腫瘍
26934	閉じ込め症候群	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 閉じ込め症候群
26935	炎症マーカー上昇	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 炎症マーカー上昇
26936	後腹膜気腫	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 後腹膜気腫
26937	胎位異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胎位異常
26938	脳梁離断	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 脳梁離断
26939	卵管卵巣膿瘍	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 卵管卵巣膿瘍
26940	横隔膜交通症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 横隔膜交通症
26941	脊柱平坦化	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 脊柱平坦化
26942	１４トリソミー	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 １４トリソミー
26943	難治頻回部分発作重積型急性脳炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 難治頻回部分発作重積型急性脳炎
26944	アンモニア増加	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 アンモニア増加
26945	低比重リポ蛋白減少	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 低比重リポ蛋白減少
26946	腟出血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 腟出血
26947	ストレス赤血球増加症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ストレス赤血球増加症
26948	血管免疫芽球性Ｔ細胞性リンパ腫第３期	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血管免疫芽球性Ｔ細胞性リンパ腫第３期
26949	麻酔導入および維持	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 麻酔導入および維持
26950	筋萎縮性側索硬化症遺伝子キャリアー	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 筋萎縮性側索硬化症遺伝子キャリアー
26951	ＨＩＶ検査陰性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ＨＩＶ検査陰性
26952	男性化	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 男性化
26953	子宮頚管拡張および子宮内容物除去	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 子宮頚管拡張および子宮内容物除去
26954	血液培養陽性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血液培養陽性
26955	異常子宮出血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 異常子宮出血
26956	広場恐怖症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 広場恐怖症
26957	出血性嚢胞	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 出血性嚢胞
26958	ループス膀胱炎	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ループス膀胱炎
26959	ボディ・マス・インデックス正常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ボディ・マス・インデックス正常
26960	静脈障害	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 静脈障害
26961	子宮頚部出血	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 子宮頚部出血
26962	血管ステント血栓症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 血管ステント血栓症
26963	肛門損傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 肛門損傷
26964	注入部位血管外漏出	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 注入部位血管外漏出
26965	化学療法剤血管外溢出の処置	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 化学療法剤血管外溢出の処置
26966	関節損傷	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 関節損傷
26967	ビタミンＤ異常	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ビタミンＤ異常
26968	胸腺新生物	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 胸腺新生物
26969	ミトコンドリア毒性	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 ミトコンドリア毒性
26970	元アルコール中毒者	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 元アルコール中毒者
26971	抗アンドロゲン除去症候群	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 抗アンドロゲン除去症候群
26972	皮膚肥厚	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 皮膚肥厚
26973	門脈線維症	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 門脈線維症
26974	注射部位反応	hist	nan	nan	nan	nan	nan	nan	nan	nan	【hist】 注射部位反応
